school_name,school_id,all_subjects,latitude,longitude
San Antonio ES,105469,169.4,15.602303,121.202016
San Felipe ES,105470,177.63,15.513368,121.15368
San Fernando ES,105471,172.58,15.595953,121.215653
San Isidro ES,105472,158.7,15.521827,121.155251
San Josep ES,105473,159.28,15.569309,121.145267
San Juan ES,105474,184.36,15.573162,121.201741
San Vicente ES,105475,182.0,15.569612,121.228627
Siclong ES,105476,175.68,15.580062,121.223375
Ablang ES,105477,182.24,15.522746,120.786187
Bardias ES,105479,180.8,15.561863,120.74323
Linao ES,105481,173.78,15.57089,120.780939
Parson ES,105482,171.48,15.538045,120.759315
San Casimiro ES,105483,184.28,15.552477,120.784509
San Cristobal ES,105484,173.23,15.55056,120.764849
San Jose ES,105485,171.15,15.525246,120.803092
Sta. Maria ES,105486,178.14,15.523322,120.793597
Tabing Ilog ES,105487,189.92,15.549457,120.764854
Villarosa ES,105488,167.27,15.550898,120.754359
A. Bonifacio Norte ES,105489,163.37,15.710081,121.010325
A. Bonifacio Sur ES,105490,154.65,15.706695,121.00597
Bosque ES,105491,127.93,15.645281,120.959644
Sitio Cabiao ES,105492,165.2,15.695477,121.037832
Caridad Norte ES,105493,165.72,15.755073,121.018357
Caridad Sur ES,105494,160.73,15.734098,121.014346
Casile ES,105495,171.35,15.601637,120.975217
Florida Blanca ES,105496,175.15,15.679169,120.990314
General Luna ES,105497,176.6,15.617818,120.996431
General Ricarte ES,105498,192.2,15.629052,121.011751
Gomez ES,105499,154.38,15.683445,120.995836
Inanama ES,105500,176.2,15.646101,121.029957
Ligaya ES,105501,159.0,15.729122,120.999297
Mabini ES,105503,177.24,15.665909,121.023029
Murcon ES,105504,163.39,15.607611,120.998388
San Alfonso ES,105506,180.25,15.707436,121.063278
San Felipe ES,105507,163.45,15.721292,121.059311
San Vicente ES,105509,172.54,15.608602,120.967133
Villa Viniegas ES,105511,152.81,15.695152,120.996496
Agupalo Este ES,105512,147.08,15.813697,120.889202
Agupalo Weste ES,105513,185.61,15.831792,120.884859
Alalay Chica ES,105514,181.08,15.847435,120.886402
Alalay Grande ES,105515,182.67,15.847208,120.872938
Bagong Flores ES,105517,166.7,15.888104,120.900048
Balbalungao ES,105518,162.33,15.840009,120.935513
Burgos ES,105519,162.41,15.80932,120.873569
Cordero ES,105520,173.39,15.870393,120.913726
Mapangpang ES,105522,161.09,15.804927,120.897759
Namulandayan ES,105523,166.93,15.882421,120.905044
Parista ES,105524,166.34,15.863207,120.919257
Salvacion 1st ES,105525,172.13,15.840796,120.916984
Salvacion 2nd ES,105526,171.83,15.818744,120.904861
San Antonio Este ES,105527,182.97,15.869336,120.896197
San Antonio Weste ES,105528,185.06,15.864851,120.882205
San Isidro ES,105529,176.56,15.834355,120.943822
San Pedro ES,105530,148.86,15.881024,120.879783
San Roque ES,105531,153.77,15.895719,120.89137
Alzate Village ES,105566,172.89,15.733971,120.641546
Cabawangan ES,105567,181.31,15.747379,120.642013
Maeling ES,105568,175.18,15.68751445,120.655632
Mayantoc ES,105569,162.68,15.702176,120.667334
Monic ES,105571,170.33,15.689851,120.682146
Recuerdo ES,105573,184.06,15.701197,120.686698
Atate ES,105574,189.92,15.560759,121.100397
Aulo ES,105575,191.14,15.520598,121.094211
Kalikasan ES,105576,186.14,15.444228,121.12009
Bagong Buhay ES,105577,174.95,15.462196,121.116292
Langka ES,105578,175.27,15.433687,121.137062
Fort Magsaysay ES,105580,159.81,15.434299,121.074177
Imelda Valley I ES,105581,178.91,15.577982,121.122416
Imelda Valley II ES,105582,186.97,15.57428,121.134528
Malate ES,105583,183.42,15.54285,121.084192
Maligaya ES,105584,187.58,15.464904,121.102013
Pedro Valenzuela ES,105585,172.86,15.527112,121.059171
Manggahan ES,105586,187.2,15.509808,121.103834
Marcos Village ES,105587,185.15,15.585687,121.115981
Popolon ES,105591,178.73,15.538057,121.057379
Sandelain ES,105592,177.4,15.436666,121.137645
Sapang Buho ES,105593,183.99,15.591217,121.124876
Singgalat ES,105594,188.64,15.572132,121.094912
Cambitala ES,105595,135.9,15.754297,121.129212
Cadaclan ES,105597,174.84,15.780812,121.234517
Ganduz ES,105598,168.28,15.731818,121.106376
Kalayaan ES,105599,174.28,15.811049,121.097165
Liberty ES,105600,178.55,15.791472,121.165183
Marikit ES,105601,180.82,15.799688,121.250368
Napon-Napon ES,105602,178.45,15.776482,121.234658
Sampaloc ES,105607,170.47,15.757073,121.100896
San Juan ES,105608,180.62,15.848182,121.229747
Villanueve ES,105610,177.0,15.774988,121.199461
Bertese ES,105619,147.42,15.580241,120.813999
Casanova ES,105620,153.9,15.580118,120.79638
Doña Lucia ES,105621,156.5,15.537862,120.803789
Labong ES,105622,150.0,15.64395,120.833607
Pulong Bahay ES,105623,181.0,15.539296,120.823629
Ricardo L. Joson ES,105625,156.83,15.556926,120.800184
San Alejandro ES,105626,154.65,15.564779,120.867273
San Andres I ES,105627,173.03,15.530134,120.843913
San Manuel ES,105629,160.96,15.603044,120.841937
San Miguel ES,105630,127.61,15.580976,120.837459
Sta. Rita ES,105631,144.6,15.607765,120.820758
Sto. Cristo ES,105632,169.26,15.530601,120.807116
Sto. Tomas Feria ES,105633,163.46,15.556878,120.84133
Tomas Joson ES,105634,165.07,15.574623,120.828736
Agbannawag ES,105635,161.8,15.67902,121.083832
Aglipay ES,105636,162.4,15.682577,121.06868
Ballesteros ES,105637,165.25,15.639929,121.097249
Bicos ES,105638,119.07,15.659311,121.04214
Cabucbucan ES,105639,154.79,15.678643,121.10063
Canaan East ES,105640,168.11,15.693519,121.150542
Canaan West ES,105641,172.82,15.695617,121.147365
Casilagan ES,105642,167.68,15.706131,121.158894
Del Pilar ES,105643,162.04,15.695207,121.086942
Don Lorenzo E Aleta ES,105644,174.04,15.70451,121.107648
Estrella ES,105645,68.71,15.655607,121.108551
Gen. Luna ES,105646,171.45,15.695779,121.178673
Kaunlaran ES,105647,178.86,15.69711,121.064637
Macapsing ES,105648,172.8,15.677599,121.132492
Maligaya ES,105649,166.22,15.63994,121.047318
Paco Roman ES,105650,178.56,15.661128,121.086984
Pag-asa ES,105651,169.94,15.670369,121.085544
Portal ES,105652,154.04,15.736244,121.062069
Rizal West ES,105654,152.13,15.714352,121.101569
San Esteban ES,105655,155.3,15.683478,121.132906
San Gregorio ES,105656,154.29,15.705065,121.114918
Sta. Monica ES,105657,125.3,15.726673,121.079668
Villa Labrador ES,105658,148.89,15.722237,121.140945
Buliran ES,105660,169.71,15.276651,120.861626
Cama Juan ES,105661,168.89,15.387819,120.769272
Hacienda ES,105662,178.44,15.353059,120.863945
Julo ES,105663,162.11,15.303838,120.864052
Lawang Kupang ES,105664,149.53,15.322557,120.863815
Lorenza M. Tinio ES,105665,164.47,15.311381,120.858192
Luyos ES,105666,154.73,15.279466,120.850121
Maugat ES,105667,172.28,15.30956,120.857849
Panabingan ES,105668,166.96,15.377086,120.764359
Papaya ES,105669,157.64,15.323468,120.841499
San Francisco ES,105671,178.48,15.342878,120.848061
San Mariano East ES,105672,170.95,15.312023,120.861526
Sanggalang ES,105673,173.88,15.356287,120.835617
Sta. Barbara (North) ES,105674,179.82,15.394933,120.798424
Sta. Barbara South ES,105675,169.06,15.394837,120.798027
Sto. Cristo East ES,105676,180.93,15.295548,120.850105
Sto Cristo West ES,105677,175.12,15.28849,120.849136
Tikiw ES,105678,177.33,15.308474,120.859879
Alua ES,105679,185.71,15.309736,120.894038
Barangka ES,105680,172.94,15.236117,120.909737
Calaba ES,105681,189.57,15.300376,120.874044
Malapit East ES,105683,186.39,15.304262,120.92128
Malapit West ES,105684,186.38,15.30956,120.915443
Mangga ES,105685,149.17,15.259759,120.910889
Pulo ES,105686,188.33,15.252886,120.923424
San Roque ES,105688,179.94,15.292765,120.884164
Sto. Cristo ES,105689,185.44,15.297753,120.888412
Tabon ES,105690,172.83,15.271734,120.913178
Castellano ES,105735,150.28,15.318717,120.930134
C.I. Villaroman ES,105736,181.99,15.375708,120.925748
Mallorca ES,105737,176.34,15.371842,120.972003
Mambangnan ES,105738,174.94,15.347387,120.956225
Nieves ES,105739,171.4,15.319419,120.940753
San Anton ES,105740,174.92,15.345692,120.920001
San Roque ES,105742,169.82,15.326782,120.92527
Tagumpay ES,105743,123.47,15.400811,120.95994
Tambo North ES,105744,185.03,15.390057,120.940753
Dr. Sancho T. Manubay ES,105748,171.88,15.672131,120.93441
Dr. A. Oliveros MES,105749,170.91,15.420807,120.919679
E. Saulo Mem ES,105750,167.65,15.415875,120.937569
La Fuente ES,105752,154.98,15.429771,120.925934
Malacanang Centro ES,105753,184.8,15.479185,121.087204
Malacanang ES,105754,186.43,15.468958,121.082886
Mapalad North ES,105755,162.0,15.469227,121.093773
Rajal Centro ES,105759,178.79,15.439316,120.859283
San Gregorio ES,105760,175.81,15.434279,120.937971
San Pedro ES,105761,166.12,15.417585,120.893829
Sapsap ES,105762,168.41,15.444324,120.920929
Soledad ES,105764,169.32,15.428519,120.994972
Sto. Rosario ES,105766,171.47,15.433936,120.88942
Baloc ES,105768,182.31,15.640054,120.890625
Buasao ES,105769,164.72,15.616569,120.895744
Burgos ES,105770,178.4,15.619472,120.875526
Cabugao ES,105771,175.53,15.585248,120.875755
Pelmoka-Lina ES,105772,181.18,15.681267,120.927667
Comitang ES,105773,173.34,15.644136,120.833742
Concepcion ES,105774,179.74,15.57767,120.898178
Dolores ES,105775,190.44,15.565971,120.897331
Dona Milagros S. Chioco (Hulo) ES,105776,170.0,15.584483,120.881493
Gen Luna ES,105777,172.24,15.631254,120.829895
Mabini ES,105778,171.95,15.667544,120.917244
Malayantoc ES,105779,172.37,15.661066,120.88838
Rogelio D.G. Valdezotto ES,105780,183.0,15.656896,120.919617
Villa Juan ES,105781,183.04,15.602123,120.87513
San Fabian ES,105782,179.68,15.596891,120.907028
San Francisco ES,105783,188.48,15.605791,120.912933
San Pascual ES,105784,171.5,15.589828,120.864639
Sta. Rita ES,105785,173.39,15.61972,120.861885
Sto. Rosario ES,105787,168.95,15.647852,120.8638348
Violago Gatdula ES,105788,172.32,15.557979,120.803825
Bagong Silang ES,105789,187.61,15.634915,120.900219
Bakal I ES,105790,179.0,15.687209,120.892664
Bakal II ES,105791,164.14,15.69757,120.898842
Bakal III ES,105792,170.83,15.703382,120.899199
Bulac ES,105794,157.22,15.683526,120.970047
Burnay ES,105795,145.84,15.618179,120.928348
Calipahan ES,105796,189.11,15.606844,120.921804
San Jose ES,105802,167.21,15.647652,120.940177
San Pascual ES,105803,163.76,15.612346,120.915908
Sicsican Matanda ES,105804,179.31,15.622522,120.918254
Tagaytay ES,105805,175.96,15.671426,120.96083
Talavera North ES,105807,162.88,15.593928,120.922213
Bagong Sikat ES,105809,175.21,15.586298,120.977032
Bantug ES,105810,187.91,15.555307,120.912827
Bantug Hacienda ES,105811,150.24,15.612869,120.946976
Caputican ES,105814,170.03,15.663098,120.979822
Collado ES,105815,184.0,15.638029,120.953113
Dimasalang Norte ES,105816,181.31,15.606707,120.967064
Homestead I ES,105820,174.2,15.56543,120.952318
Homestead II ES,105821,183.97,15.577358,120.965764
La Torre ES,105823,175.86,15.564747,120.919285
Pula ES,105828,167.83,15.572794,120.975623
San Miguel Na Munti ES,105829,171.92,15.538481,120.932499
San Ricardo ES,105830,173.64,15.592742,120.972421
Sibul ES,105831,189.27,15.168366,121.063518
Alula ES,105833,173.85,15.784025,120.833653
Baybayabas ES,105834,178.6,15.778956,120.811111
Nangabulan ES,105840,182.67,15.783003,120.811157
Patola ES,105842,182.7,15.775074,120.812531
Saverona ES,105843,159.61,15.756978,120.843703
Tandoc ES,105848,152.45,15.777717,120.81665
Batitang ES,105853,175.25,15.404038,120.80687
Carmen ES,105854,192.33,15.44458,120.827766
Concepcion East ES,105855,182.52,15.440774,120.799141
Concepcion West ES,105856,172.42,15.444745,120.790985
Don Cirilo B Acosta ES,105857,181.0,15.422448,120.772278
F.B. Mesina ES,105858,170.65,15.439864,120.779526
Gen. Luna ES,105859,181.39,15.457899,120.834076
Mayamot ES,105860,169.9,15.414091,120.773094
San Isidro ES,105861,177.89,15.447848,120.799782
Sta. Cruz ES,105862,164.76,15.445407,120.805023
Sta. Lucia (O) ES,105863,177.86,15.478787,120.772682
Sta. Lucia (Y) ES,105864,165.5,15.459409,120.795364
Sto. Rosario (Y) ES,105865,172.11,15.443463,120.781799
Sabangan ES,159001,182.4,15.386358,121.097723
Malaya ES,159003,164.07,15.578892,120.878136
Pulong Buli ES,159006,191.12,15.59243,120.874954
Masiway ES,159007,179.82,15.776358,121.092546
Caimito ES,159008,185.1,15.544977,121.086787
Manaol ES,159010,181.72,15.418187,120.810989
Bangal ES,107118,150.81,14.8781,120.455
Boton ES,107119,116.43,14.84752869,120.3321599
East Bajac-bajac ES,107120,80.38,14.83515572,120.2914478
Iram ES,107121,138.15,14.860312,120.332184
New Cabalan ES,107122,153.31,14.85207846,120.3236549
Olongapo City ES,107124,93.85,14.84240727,120.2907939
Balic-balic ES,107125,108.37,14.8574983,120.294271
Gordon Heights I ES,107126,136.62,14.85595541,120.291369
Gordon Heights II ES,107127,100.85,14.87084546,120.2936611
Mabayuan ES,107128,121.69,14.8466489,120.2838349
Sta. Rita ES,107129,86.4,14.8497549,120.293684
Tabacuhan ES,107130,90.96,14.85328051,120.3026029
Banicain ES,107131,97.45,14.82708232,120.2772688
Barretto I ES,107132,86.92,14.85052092,120.2650519
Barretto II ES,107133,104.31,14.85479261,120.2720889
Nellie E Brown ES,107136,148.49,14.84106439,120.2847319
Asinan ES,107137,113.25,14.82658629,120.2878338
Ilalim ES,107138,158.8,14.8334189,120.2809348
Tapinac ES,107141,133.69,14.83198297,120.2843048
Amelia Heights ES,162002,174.9,14.850901,120.325001
Iram II ES,162003,135.5,14.859156,120.324142
Balucuc ES,105867,169.39,14.9640472,120.8370255
Banag ES,105868,177.57,14.95351895,120.8234115
Cansinala ES,105869,147.88,14.97012214,120.7863936
Jose Escaler ES,105872,150.41,14.95237435,120.7718285
Macario Arnedo ES,105873,153.78,14.92844987,120.7689503
Paligui ES,105874,161.27,14.97428612,120.7471056
Sampaga ES,105875,168.73,14.94407802,120.7481424
Sampaloc ES,105876,151.52,14.96344973,120.7582106
San Vicente ES,105877,162.64,14.9499,120.759499
Sto. Rosario ES,105878,155.63,14.94941451,120.7751505
Sucad ES,105879,175.0,14.966489,120.783294
Sulipan ES,105880,150.05,14.939916,120.759721
Batasan ES,105881,148.27,15.14634602,120.7929288
Camba ES,105882,135.75,15.16905757,120.7965879
Candating ES,105883,145.74,15.149657,120.810844
Cupang ES,105884,143.1,15.133786,120.788628
Guemasan ES,105885,163.1,15.14756,120.776665
Lacquios ES,105886,156.94,15.167728,120.77343
Mapalad ES,105887,160.4,15.205381,120.810448
Matamo ES,105888,155.43,15.164885,120.807823
San Agustin ES,105890,153.29,15.16357,120.779104
San Juan Baño ES,105891,144.36,15.17110061,120.768969
San Mateo ES,105892,151.62,15.2005136,120.7962281
San Nicolas ES,105893,148.18,15.124827,120.783272
Suclayin ES,105895,127.2,15.160163,120.791066
Tabuan ES,105896,156.89,15.181453,120.800812
Anderson ES,105897,152.76,15.148854,120.7710418
Arenas ES,105899,165.77,15.16814134,120.684192
Baliti ES,105900,159.29,15.190979,120.688182
Bitas ES,105901,153.89,15.15274805,120.7236198
Buensuceso ES,105902,151.66,15.19226,120.670738
Lacmit ES,105903,110.37,15.147053,120.762848
Cacutud ES,105904,151.36,15.15185,120.741557
Gatiawin ES,105905,145.56,15.139106,120.737031
Mesulo ES,105906,168.83,15.142455,120.770668
Palinlang ES,105907,147.43,15.174473,120.704349
Plazang Luma ES,105908,110.85,15.14946597,120.7685148
San Antonio ES,105909,168.08,15.15081539,120.6889088
Telapayong ES,105910,145.52,15.185477,120.675668
Balas ES,105912,131.3,15.082965,120.662895
Calibutbut ES,105915,146.27,15.10089604,120.6067745
Concepcion ES,105916,138.96,15.221798,120.60984
Dolores ES,105917,126.0,15.221868,120.610001
Duat ES,105918,137.62,15.083146,120.663116
Parulog ES,105922,110.96,15.082271,120.662964
Potrero ES,105923,117.88,15.082258,120.662376
San Isidro ES,105925,135.86,15.037188,120.645355
Talba ES,105927,126.19,15.21991357,120.6103773
Bahay Pare ES,105929,146.8,15.0292368,120.883762
Barangca ES,105930,120.07,15.093375,120.82855
Barit ES,105931,172.47,15.027199,120.833902
Cuayan Bugtong ES,105932,166.69,15.19541,120.922222
Dalayap ES,105933,155.9,15.016609,120.864876
Dulong Ilog ES,105934,171.06,15.03632846,120.866431
Lourdes ES,105935,159.44,15.018417,120.850136
Magumbali ES,105936,155.54,15.135165,120.910351
Mandili I ES,105937,168.81,15.167562,120.918381
Mandili II ES,105938,150.85,15.17005556,120.9031611
Mangga ES,105939,131.03,15.01448977,120.8781859
Mapaniqui ES,105940,153.37,15.10486111,120.921425
Pangclara ES,105941,169.82,15.046741,120.878274
Paligue ES,105942,173.62,15.062193,120.899163
Pulong Gubat ES,105943,165.84,15.04583157,120.9130361
Pulong Palazan ES,105944,152.71,15.02226823,120.8858399
Salapungan ES,105945,176.57,15.13817,120.934585
Tagulod ES,105946,154.08,15.207718,120.914566
Talang ES,105947,157.98,15.01689178,120.8516229
Tenejero ES,105948,169.58,15.01793766,120.8597169
Vizal San Pablo II ES,105949,108.11,15.008821,120.890709
Vizal San Pablo I ES,105950,146.16,15.04943244,120.8980241
Bambang ES,105953,149.5,15.091723,120.818214
Gulap ES,105955,155.14,15.107269,120.821196
Lanang ES,105956,142.93,15.10335855,120.8187915
Mandasig ES,105957,156.41,15.0775,120.814975
Pansinao ES,105958,134.78,15.12209641,120.8124336
Paralaya ES,105959,155.85,15.097799,120.827759
Pasig ES,105960,168.0,15.09370716,120.8188644
San Agustin ES,105961,161.14,15.090835,120.833215
Sto. Rosario ES,105962,160.74,15.129307,120.81562
Anon ES,105963,171.44,14.917272,120.494514
Cabangcalan ES,105964,162.59,14.92175209,120.4804144
Floridablanca ES,105965,148.57,14.95210278,120.5206417
Gutad ES,105966,164.29,14.971973,120.5265479
Mabical ES,105967,157.61,14.93321726,120.4977494
Paguiruan ES,105968,163.02,14.975492,120.532432
Pulong Dagal ES,105969,168.86,14.99458617,120.5353888
San Isidro ES,105970,168.26,14.93333611,120.5
San Nicolas ES,105971,161.92,15.007733,120.511576
San Pedro ES,105972,171.38,14.972823,120.508762
San Roque ES,105973,150.75,14.9421634,120.512542
Sta. Monica ES,105975,142.45,14.943246,120.498931
Sto. Rosario ES,105976,151.49,14.89570372,120.4831102
Valdez ES,105977,160.62,14.9851979,120.5395513
Apalit ES,105978,164.15,14.97859167,120.4801083
Basa Air Base ES,105979,162.36,14.97867222,120.4997361
Calantas ES,105981,141.43,15.019079,120.5161941
Camachille ES,105982,130.24,14.997147,120.447472
Carmencita ES,105983,164.67,14.947304,120.484413
Dampe ES,105985,162.71,14.9362372,120.4780195
Del Carmen ES,105986,137.25,15.0019517,120.5360279
Fortuna ES,105987,145.9,14.98191429,120.4842698
F. Blanca New Settlement ES,105988,162.52,14.9827994,120.5163713
Mawacat ES,105989,134.25,15.219989,121.004578
Nabuclod ES,105990,120.53,15.017091,120.443512
Pandaguirig ES,105991,157.88,14.984007,120.483268
Palmayo ES,105992,175.77,14.934208,120.496951
San Jose ES,105993,154.52,14.985286,120.5110504
San Ramon ES,105994,144.91,14.947273,120.483543
Bancal ES,105995,167.52,14.961204,120.633423
Betis ES,105996,138.57,14.97478972,120.6468707
Guagua ES,105997,133.34,14.965801,120.635826
Sta. Ursula ES,105998,138.67,14.9929,120.6233833
San Agustin ES,105999,169.66,14.97906148,120.6414497
San Juan Nepomuceno ES,106000,130.18,14.983135,120.649406
San Pedro ES,106001,153.75,14.967216,120.630295
San Rafael ES,106002,158.48,14.96024569,120.6369916
San Miguel ES,106003,160.84,14.96861111,120.6355583
Sta Ines ES,106004,154.93,14.968325,120.650833
Ascomo ES,106005,149.16,15.01014219,120.5350999
Lambac ES,106006,132.37,14.99265703,120.5771678
Magsaysay ES,106007,164.44,14.981563,120.5755
Maquiapo ES,106008,155.79,14.98403069,120.5583898
Mauli ES,106009,166.71,15.00092765,120.5551129
Natividad ES,106010,160.56,14.994484,120.586425
Pulungmasle ES,106011,97.58,15.011632,120.541345
Rizal ES,106012,168.03,14.978651,120.587086
San Antonio ES,106013,136.69,14.96480655,120.6141686
San Juan ES,106015,159.47,14.972351,120.618073
San Matias ES,106016,160.88,15.039467,120.76428
San Vicente ES,106017,156.22,15.00721111,120.5685444
Siran ES,106018,163.0,14.971851,120.598297
Talang ES,106019,145.5,14.999023,120.538742
Del Carmen ES,106020,148.57,14.93168596,120.5622664
Graciano Paule ES,106021,159.93,14.97364167,120.5793833
Lubao ES,106022,117.42,14.92187738,120.5930043
Don Macario Bacani ES,106023,155.5,14.93925123,120.6028525
Rizal Concepcion ES,106024,150.53,14.94589894,120.5819855
San Agustin ES,106025,146.83,14.92503029,120.5768864
San Antonio ES,106026,156.86,14.93693051,120.5815584
San Francisco ES,106027,145.17,14.96218111,120.5506086
San Jose Apunan ES,106028,128.11,14.92388611,120.5831
San Matias ES,106029,162.41,14.9550567,120.5874586
San Miguel ES,106030,156.4,14.94884395,120.5515015
San Roque Dau ES,106031,140.93,14.97497812,120.5806267
San Vicente ES,106032,158.87,14.94679297,120.5678675
Sta. Barbara ES,106033,89.0,14.9260681,120.5955284
Sta. Lucia ES,106034,153.1,14.93457752,120.6033904
Sta. Maria ES,106035,146.05,14.92466389,120.5686528
Sta. Monica ES,106036,132.16,14.95661409,120.6104126
Sta. Tereza 1st ES,106037,149.28,14.92459167,120.5591917
Sto. Domingo ES,106038,150.24,14.96098056,120.5667639
Sto. Tomas ES,106039,154.96,14.94959722,120.5998528
Wenceslao ES,106040,147.91,14.97856944,120.5788111
Balantacan ES,106041,132.25,14.89734913,120.5604112
Bancal Pugad ES,106042,160.0,14.83182,120.600582
Bancal Sinubli ES,106043,154.87,14.85593,120.594734
Baruya ES,106044,153.92,14.86734516,120.538831
Calangain ES,106045,173.07,14.89293746,120.5516862
Dela Paz ES,106046,156.1,14.92592851,120.5320434
Lauc Pao ES,106047,146.22,14.89241,120.534912
Prado Saba ES,106048,143.95,14.871361,120.503441
Prado Siongco ES,106049,143.56,14.88119639,120.5214411
Remedios ES,106050,161.84,14.91791172,120.5797263
San Jose Gumi ES,106051,158.21,14.933307,120.599978
San Pablo 1st ES,106052,149.5,14.92653257,120.5163484
San Pablo 2nd ES,106053,162.8,14.9222103,120.5391506
San Pedro Pal ES,106054,160.45,14.916275,120.5077583
San Pedro Saug ES,106055,160.21,14.91199542,120.5262553
San Roque Arbol ES,106056,168.58,14.89654928,120.5451092
Santiago ES,106057,159.62,14.904432,120.508347
Sta. Cruz ES,106058,86.22,14.910409,120.562721
Sta. Rita ES,106059,136.69,14.94127651,120.5375815
Sta. Tereza 2nd ES,106060,147.17,14.886935,120.563454
Batasan ES,106090,158.44,14.89176352,120.7151421
Caduang Tete ES,106091,174.27,14.926296,120.722038
Candelaria ES,106092,156.16,14.90805556,120.7155528
Macabebe ES,106093,172.36,14.90800833,120.7158917
San Gabriel ES,106094,174.12,14.91128,120.72039
San Isidro ES,106095,155.13,14.8912798,120.7008056
San Roque ES,106096,141.89,14.97040833,120.6307778
San Vicente Ferrer ES,106097,151.8,14.94330278,120.763375
Saplad David ES,106098,173.89,14.896443,120.719604
San Vicente - San Francisco ES,106099,150.44,14.90805556,120.7155528
Sta Rita ES,106100,120.72,14.90336389,120.7153111
Tacasan ES,106101,162.29,14.939011,120.71302
Telacsan ES,106102,171.59,14.938456,120.723051
Castuli ES,106103,144.63,14.922308,120.676582
Consuelo ES,106104,138.39,14.803101,120.656302
Dalan Baliti ES,106105,135.29,14.90805556,120.7155528
Dalayap ES,106106,163.02,14.891477,120.657681
Lolu ES,106107,163.1,14.96305278,120.6365278
San Esteban ES,106108,150.61,14.854996,120.648057
San Jose ES,106109,162.04,14.96541667,120.6293417
San Juan ES,106110,143.49,14.9133907,120.7052394
San Rafael ES,106111,168.09,14.961817,120.635539
Sapang Malalam ES,106112,183.91,14.907469,120.691928
Sitio Mindanao ES,106113,157.54,14.90806,120.715542
Sta. Lutgarda ES,106114,170.17,14.906925,120.691831
Sta. Maria ES,106115,169.71,14.906501,120.715992
Sto. Nino ES,106116,167.62,14.911296,120.71023
Ayala ES,106117,152.24,15.23317,120.704212
Balitucan ES,106118,156.78,15.25677222,120.7129611
Bucanan ES,106119,161.88,15.23438333,120.6736389
Camias ES,106120,164.07,15.19147,120.651733
Escaler ES,106122,137.64,15.274669,120.733223
Magalang ES,106123,154.53,15.2161943,120.6601146
Mapina ES,106124,159.0,15.260598,120.683868
Navaling ES,106125,142.42,15.274353,120.658295
Pitabacan ES,106126,146.85,15.255157,120.701637
San Agustin ES,106127,154.34,15.21997,121.064899
San Francisco ES,106128,143.01,15.21680278,120.6669167
San Isidro ES,106129,151.15,15.232515,120.636204
San Jose ES,106130,142.74,15.186778,120.640592
San Miguel ES,106131,156.9,15.21680278,120.6669167
San Pablo ES,106132,100.18,15.218114,120.677742
San Pedro II ES,106133,117.43,15.210837,120.648582
San Roque ES,106134,145.96,15.085329,120.714073
San Vicente ES,106135,162.15,15.201151,120.683609
Sta. Cruz ES,106136,169.19,15.210306,120.662042
Sta. Lucia ES,106137,164.14,15.22217,120.62719
Sta. Maria ES,106138,159.59,15.25761,120.677015
Sto. Nino ES,106139,169.95,15.216774,120.666924
Sto. Rosario ES,106140,146.67,15.244885,120.638512
Talimundoc ES,106141,129.38,15.25479722,120.6733139
Turu ES,106142,130.97,15.2328866,120.7182883
Alauli ES,106143,169.63,14.870718,120.714769
Bagang ES,106145,168.04,14.852446,120.677519
Bebe Anac ES,106146,168.95,14.87468064,120.708929
Bebe Matua ES,106147,185.25,14.86935399,120.706402
Bulacus ES,106148,172.69,14.84392476,120.6803678
Caingin ES,106149,156.76,14.86104556,120.6992699
Cambasi ES,106150,182.31,14.86264354,120.6863899
Malauli ES,106151,179.17,14.830812,120.673399
Masantol ES,106152,147.32,14.88913573,120.7084081
Nigui ES,106153,162.19,14.82563889,120.6836797
Palimpe ES,106154,175.24,14.876115,120.686546
Puti ES,106155,168.23,14.85075826,120.6905798
San Isidro ES,106156,155.28,14.89129,120.700908
San Nicolas ES,106157,168.83,14.892493,120.70477
Sapang Kawayan ES,106158,162.46,14.805349,120.685783
Sta. Lucia ES,106160,164.94,14.8869499,120.7036191
Sua ES,106161,169.11,14.852384,120.677497
Acli ES,106162,154.0,15.124978,120.642723
Anao ES,106163,112.26,15.143117,120.69207
Balas ES,106164,158.84,15.08364444,120.7154734
Buenavista ES,106165,147.76,15.166392,120.663769
Camuning ES,106166,158.0,15.115099,120.664543
Cawayan ES,106167,171.59,15.152702,120.670888
Concepcion ES,106168,162.53,15.109514,120.712626
Culubasa ES,106169,149.6,15.140425,120.6575611
Eden ES,106170,137.47,15.06666667,120.7166667
Laput ES,106171,146.43,15.06666667,120.7166667
Malino ES,106172,154.28,15.127335,120.672914
Pangatlan ES,106173,172.23,15.06666667,120.7166667
Panipuan ES,106174,147.89,15.11611944,120.6361083
San Juan ES,106175,109.95,15.11522853,120.7044526
San Patricio ES,106176,164.66,15.091801,120.727383
San Rafael ES,106177,148.48,15.078407,120.675933
Sta. Cruz ES,106178,152.78,15.066661,120.716668
Sto. Rosario ES,106179,133.73,15.07028,120.724371
Suclaban ES,106180,130.36,15.137564,120.638138
Tangle ES,106181,153.07,15.167785,120.651731
Divisoria ES,106182,183.59,15.09275806,120.6845135
Dolores Piring ES,106183,172.29,15.035999,120.748077
Lagundi ES,106184,174.19,15.056016,120.711014
Laug ES,106185,166.96,15.045657,120.753224
Masamat ES,106186,146.76,15.05736,120.698711
