school_name,school_id,all_subjects,latitude,longitude
Dulong Bayan ES,107869,86.49,14.44986286,120.935532
Habay ES,107870,94.97,14.44864037,120.9442271
Mabolo ES,107871,107.72,14.45154782,120.9289176
Maliksi ES,107872,108.16,14.46008477,120.9522344
Mambog ES,107873,97.88,14.42294001,120.9579552
Real ES,107874,143.45,14.43338977,120.9397006
Salinas ES,107875,132.57,14.43979199,120.9359086
Sineguelasan ES,107876,112.98,14.45915164,120.9270866
Aniban CES,107877,97.23,14.46087538,120.9641105
Bayanan ES,107878,149.94,14.42536916,120.9746691
Gawaran ES,107879,103.73,14.40343359,120.9968045
Gov. P.F. Espiritu ES,107880,103.55,14.45617589,120.9550534
Ligas I ES,107881,130.58,14.44175293,120.9718388
Ligas II ES,107882,182.93,14.45355556,120.9686861
Likha Molino IV ES,107883,184.75,14.38167064,120.976339
Longos ES,107884,166.08,14.46871663,120.9654949
Malipay ES,107885,79.83,14.36527525,121.0047501
Molino ES,107886,105.21,14.3974516,120.9774741
Niog ES,107887,129.72,14.4540725,120.9581854
Queens Row ES,107888,92.29,14.3977813,120.9895504
San Nicolas ES,107889,153.78,14.43316074,120.9743666
Talaba ES,107890,132.99,14.46139483,120.960124
Zapote ES,107891,97.13,14.46535233,120.9643462
Poblacion ES,164009,109.82,14.45927473,120.9393883
Pamiga ES,107203,163.97,13.936928,120.923004
Balangon ES,107204,176.45,13.915604,120.912842
Banyaga ES,107205,173.52,14.007956,120.94729
Barigon ES,107206,182.24,13.98721,120.917671
Bilibinwang ES,107207,174.35,14.006614,120.939133
Coral na Munti ES,107208,188.94,13.935275,120.91449
Panhulan ES,107210,176.97,13.941093,120.941925
Pansipit ES,107211,181.94,13.92834,120.944939
Pook ES,107212,185.19,13.931149,120.927071
Subic ES,107213,173.91,13.946042,120.941032
Dalipit ES,107217,181.13,13.86694444,121.0380556
Munlawin ES,107218,154.36,13.85555556,121.0236111
Pinagkurusan ES,107220,168.0,13.86944444,121.0213889
Ping-As Coral ES,107221,168.52,13.88444444,121.0252778
San Jose T. Reyes ES,107222,178.38,13.864122,121.004837
Tadlac ES,107223,158.25,13.87444444,121.0102778
Baclaran ES,107224,112.21,13.929694,120.772064
Calan ES,107227,117.33,13.997672,120.766159
Caloocan ES,107228,133.61,13.952706,120.723892
Canda ES,107229,133.59,13.955101,120.703217
Troadio A. Frontera MES,107230,176.18,13.956506,120.735153
Agustin T. Ramos MES,107231,162.34,13.934958,120.695808
Dao ES,107232,135.4,13.972947,120.740662
Dilao ES,107233,171.21,13.977673,120.67981
Don Leon Martinez MES,107234,190.05,13.94555556,120.7416667
Doña Asuncion Martinez MES,107235,181.71,13.98063,120.697418
Cepriana Ascue MES,107236,150.67,13.953841,120.677368
Jose T. Unson MES,107238,171.27,13.916645,120.703278
Lanatan-Muntingtubig ES,107239,108.9,13.963545,120.727036
Lucban ES,107240,162.62,13.990676,120.771591
Jose Chua Ben Chong MES,107241,165.5,13.971624,120.706131
Navotas ES,107242,175.92,13.93086,120.720886
Patugo ES,107243,151.03,14.004106,120.784477
Pook ES,107244,189.27,13.958761,120.758224
Flaviano-Pelagia Pantoja MES,107246,153.91,13.950754,120.705452
Sampaga ES,107247,156.84,13.943017,120.767075
Santol ES,107248,166.03,13.941158,120.713051
Juan C. de Lunas MES,107249,159.12,13.983358,120.756088
Looc ES,107251,176.13,14.03079,121.081161
Magapi ES,107252,181.69,14.02746743,121.0984024
Malabanan ES,107254,168.86,14.011335,121.125862
Paligawan ES,107255,181.31,13.99754696,121.1428023
Palsara ES,107256,171.32,14.01099479,121.1003176
Solis ES,107257,174.79,14.035906,121.099518
Alagao-Malindig ES,107258,170.58,13.810863,120.966026
As-Is ES,107259,180.04,13.82027778,120.9930556
Baguilawa ES,107260,166.34,13.795229,120.957153
Balayong ES,107261,178.19,13.81647522,120.9961776
Bolo ES,107265,162.76,13.78666667,120.9766667
Colvo ES,107267,163.53,13.775015,120.937706
Cupang ES,107268,180.69,13.83694444,120.9936111
Durungao ES,107269,181.54,13.815452,120.978149
Inicbulan ES,107270,183.87,13.817682,120.982796
Locloc ES,107271,143.53,13.796693,120.937996
Manalupang - San Vicente ES,107272,179.0,13.800876,120.94677
Manghinao ES,107273,140.03,13.79444444,120.9977778
New Danglayan ES,107274,162.2,13.78372528,121.0030398
Pitugo ES,107275,132.25,13.77762,120.952281
San Andres ES,107276,96.54,13.78305556,120.9972222
San Roque ES,107278,121.44,13.79416667,120.985
San Teodoro ES,107279,175.04,13.83334459,121.0062101
Sinala ES,107280,162.86,13.804408,120.972633
Sta Maria ES,107281,144.69,13.773785,120.963966
Baclas ES,107282,181.15,14.009998,120.85154
Bambang ES,107284,167.9,14.026926,120.858536
Cahil ES,107286,171.32,14.019366,120.785873
Calantas ES,107288,169.94,13.961452,120.766472
Caluangan ES,107289,166.77,13.926205,120.828156
Camastilisan ES,107290,166.52,13.930797,120.80497
Dacanlao G. Agoncillo ES,107292,163.68,13.93916667,120.7916667
Dila ES,107293,148.18,13.925393,120.827805
Lumbang na Bata ES,107296,186.52,13.937045,120.813698
Lumbang na Matanda ES,107297,167.84,13.993128,120.822601
Madalunot ES,107298,168.21,14.034662,120.835732
Matala ES,107299,188.05,14.023931,120.783302
Matipok ES,107300,179.9,14.01138889,120.8391667
Niyugan ES,107301,170.85,14.028536,120.850487
Pedro A. Paterno MES,107302,175.74,13.921613,120.832481
Pantay ES,107303,127.37,13.934609,120.790985
Puting Bato ES,107304,175.29,13.92507,120.824677
Salong ES,107306,175.62,13.9230683,120.8178917
Sinisian ES,107307,172.38,13.914444,120.846111
Sugod ES,107308,152.09,13.962316,120.767769
Taklang Anak ES,107309,172.56,13.995018,120.778763
Tamayo ES,107311,177.02,14.031961,120.857071
Baha ES,107313,164.74,13.875272,120.705963
Balibago ES,107314,151.47,13.927163,120.627815
Bucal ES,107317,165.9,13.862005,120.668037
Carlosa ES,107320,172.68,13.877288,120.683914
Carretonan ES,107321,133.5,13.900139,120.630943
Encarnacion ES,107322,143.32,13.861716,120.675568
Gulod ES,107323,168.51,13.874257,120.625465
Hukay ES,107324,162.4,13.85545,120.68959
Kilitisan ES,107325,124.02,13.885474,120.633141
Luya ES,107328,175.8,13.904075,120.682068
Pedro Palacio Sr. MES,107329,171.09,13.803335,120.644066
Talisay ES,107333,169.79,13.91348,120.624153
Tanagan ES,107334,139.14,13.818249,120.642143
Balagbag ES,107335,156.09,13.93070236,121.0649239
Briccio Pantas MES,107336,164.33,13.870163,121.049973
Dalipit ES,107342,150.81,13.868653,121.039284
Emmanuel ES,107345,133.59,13.88112051,121.0515966
Ibabao ES,107346,181.76,13.90870946,121.0722523
Labac ES,107347,165.98,13.89542121,121.0582353
Lumampao ES,107348,175.8,13.91005703,121.0341599
San Felipe ES,107349,177.35,13.89138687,121.0399125
Tomasa C. Pasia MES,107350,178.04,13.906544,121.058502
Balanga ES,107351,121.4,13.80840872,121.1400497
Bungahan ES,107352,168.0,13.79768072,121.1261286
Coliat ES,107353,121.36,13.81490853,121.127885
Gregorio Sison MES,107354,175.0,13.84339262,121.1637081
Lucsuhin ES,107356,94.82,13.810118,121.162674
Mabalor - Catandala ES,107357,167.89,13.7838853,121.1535371
Malainin ES,107358,121.27,13.84140659,121.1171946
Panghayaan ES,107360,148.5,13.77176428,121.1690091
Quilo ES,107361,138.55,13.81045604,121.1119542
Sabang ES,107362,164.06,13.79975564,121.1088654
San Agustin ES,107363,120.85,13.82957791,121.1623697
Sto. Nino ES,107364,162.64,13.880834,121.135712
Talaibon ES,107365,114.73,13.8377,121.140099
Tulay ES,107366,138.88,13.85630318,121.1470845
As-Is ES,107367,165.62,14.056451,120.927071
Balakilong ES,107368,170.65,14.058991,120.930679
Berinayan ES,107369,137.78,14.061322,120.932953
Bugaan ES,107371,165.76,14.038591,120.935486
Buso-Buso ES,107372,123.11,14.022354,120.949348
Gulod ES,107373,188.32,14.03168,120.940079
Leviste ES,107375,171.25,14.060323,120.932053
Molinete ES,107376,182.4,14.058075,120.928703
Niyugan ES,107377,162.23,14.079222,120.915527
San Gabriel ES,107380,176.56,14.052247,120.920975
San Gregorio ES,107381,174.02,14.029348,120.884804
Sta. Maria ES,107383,166.83,14.047667,120.898277
Ticub ES,107384,173.31,14.038841,120.916
Arumahan ES,107385,174.16,13.932568,120.858536
Gulod ES,107386,190.61,13.921613,120.861366
Marcos Catibog MES,107387,188.53,13.918489,120.878189
Mayasang ES,107388,177.66,13.956642,120.879646
Sambal ES,107390,191.76,13.876663,120.91227
Sinisian ES,107391,186.92,13.908611,120.860278
Talaga ES,107392,176.89,13.956392,120.872093
Tubuan ES,107393,189.67,13.923112,120.857719
V. Ornales MES,107394,191.14,13.917093,120.858238
Ayao-Iyao ES,107395,163.27,13.900326,120.902054
Bagong Pook ES,107397,157.35,14.027579,120.676147
Balibago ES,107398,111.24,13.9371774,120.6323221
Binubusan ES,107399,169.48,13.9603371,120.6377962
Bukal ES,107400,186.87,13.902326,120.890038
Bungahan ES,107401,129.79,14.0487761,120.6383848
Cumba ES,107402,143.9,13.9714171,120.66034
Dayapan ES,107403,182.67,13.915573,120.879608
Dita ES,107404,183.36,13.900576,120.899345
Doña Matilde MES,107405,185.44,13.907741,120.894669
Esteban E. Vito MES,107406,186.4,13.90795,120.904411
Humayingan ES,107407,149.91,13.995934,120.683052
Kapito ES,107408,131.38,14.0154,120.678192
Lemery Pilot ES,107409,182.88,13.882746,120.915825
Lumaniag ES,107411,146.33,14.0012386,120.6267121
Luyahan ES,107412,126.05,13.9585619,120.6207158
Mahayahay ES,107413,181.92,13.913615,120.878059
Masalisi ES,107415,179.94,13.944688,120.874069
Matabungkay ES,107416,120.05,13.9506045,120.6262549
Niogan ES,107417,185.96,13.954351,120.883339
Payapa ES,107418,186.23,13.950644,120.882996
Payapa Ibaba ES,107419,177.91,13.922571,120.878792
Prenza ES,107420,163.58,13.9999219,120.6549863
San Diego ES,107422,156.68,14.042177,120.627525
San Isidro Itaas ES,107423,179.41,13.90595,120.89772
San Isidro Labac ES,107424,181.29,13.903117,120.897247
Tanag ES,107425,138.5,14.0260904,120.6328815
Apar ES,107426,97.54,13.690564,121.312881
Balatbat ES,107427,164.97,13.656329,121.206581
Balibago ES,107428,167.93,13.612204,121.300392
Banalo ES,107429,177.08,13.64455044,121.1762374
Biga ES,107430,126.86,13.6424,121.334984
Calo ES,107432,169.72,13.686686,121.190872
Calumpit ES,107433,175.97,13.707033,121.231041
Jaybanga ES,107434,105.68,13.692274,121.287605
Lagadlarin-Olo-Olo ES,107435,175.68,13.631056,121.21199
Lobo ES,107436,175.31,13.647905,121.208984
Mabilog Na Bundok ES,107437,149.32,13.644777,121.223404
Malabrigo ES,107438,127.06,13.609368,121.263054
Malapad Na Parang ES,107439,181.0,13.707951,121.216965
Masaguitsit ES,107440,172.88,13.645987,121.194351
Nagtaluntong ES,107441,157.1,13.670174,121.242798
Pinaghawanan ES,107443,154.19,13.708368,121.26619
Punas ES,107444,157.44,13.600163,121.288633
San Miguel ES,107445,180.94,13.677888,121.213448
Anilao ES,107449,150.52,13.759134,120.930923
Bagalangit ES,107450,179.24,13.709805,120.887013
Gasang ES,107451,177.2,13.717623,120.925095
Laurel ES,107452,161.71,13.720698,120.907799
Mainaga - San Francisco ES,107455,177.71,13.760879,120.955261
Mainit ES,107456,122.19,13.691648,120.903168
Malimatoc ES,107457,172.39,13.710609,120.912727
Nag-Iba ES,107458,174.35,13.702353,120.899887
P. Anahao ES,107459,170.62,13.74001,120.919464
Panay ES,107460,177.15,13.709998,120.887142
San Jose ES,107461,172.5,14.110606,121.064272
San Juan - Sto .Niño ES,107462,171.37,13.771133,120.960075
San Teodoro ES,107463,182.15,13.699049,120.883331
Solo ES,107464,180.88,13.74638889,120.9013889
Sta. Mesa ES,107465,172.5,13.738176,120.928551
Talaga ES,107466,155.96,13.731226,120.932679
Bagong Pook ES,107467,157.36,13.84683105,121.0706739
Bilucao ES,107468,164.0,14.03375758,121.1105772
Bulihan ES,107469,184.74,14.03608117,121.1374244
Luta ES,107470,174.92,14.03597628,121.162107
Miguel L. Aranda MES,107472,166.2,14.00290105,121.1530635
Payapa ES,107473,121.75,14.01933169,121.1631289
San Gregorio ES,107474,157.76,14.04462834,121.1239923
San Isidro ES,107475,152.48,14.04137982,121.1267069
San Juan ES,107476,182.98,14.0217929,121.1447682
San Pedro ES,107477,164.08,14.04919418,121.1378198
San Pioquinto ES,107478,149.09,14.0543433,121.1557129
Sitio Balayan ES,107479,187.25,14.021469,121.139191
Bayorbor ES,107480,174.59,13.98158169,121.0923089
Kinalaglagan ES,107482,160.37,14.00296757,121.0932205
Bubuyan ES,107485,178.27,13.98388432,121.1085768
Lumanglipa ES,107486,179.37,13.963449,121.106956
Santol - Manggahan ES,107490,162.92,13.96853263,121.1045549
Aga ES,107491,165.07,14.096465,120.801575
Balaytigue ES,107492,107.29,14.13128,120.597633
Balokbalok ES,107493,123.32,14.082141,120.667183
Banilad ES,107494,169.29,14.067327,120.734428
Bayabasan ES,107495,171.54,14.088889,120.776108
Bilaran ES,107496,158.93,14.0499553,120.6809208
Bulihan ES,107497,150.76,14.166599,120.637672
Bunducan ES,107498,164.89,14.091085,120.63662
Calayo ES,107499,112.75,14.154002,120.609367
Catandaan ES,107500,173.94,14.08801,120.682304
Cogonan ES,107501,163.82,14.055619,120.659477
Dayap ES,107502,148.87,14.083096,120.659775
Kaylaway ES,107503,139.26,14.09673,120.822166
Kaylaway II ES,107504,169.64,14.042151,120.802818
Kayrilaw ES,107505,170.5,14.108837,120.781693
Latag ES,107506,162.32,14.097714,120.714577
Looc ES,107507,173.96,14.166183,120.633957
Malapad Na Bato ES,107508,168.29,14.106236,120.686401
Mataas Na Pulo ES,107509,166.24,14.071313,120.714043
Maugat ES,107510,169.61,14.086855,120.675339
Natipuan ES,107513,168.02,14.1199026,120.6231793
Pantalan ES,107514,160.4,14.086101,120.631912
Panuca ES,107515,150.34,14.107073,120.669525
Papaya ES,107516,129.17,14.177103,120.613754
Pingkian ES,107517,157.68,14.070709,120.686104
Tala ES,107518,163.97,14.078056,120.702667
Tumalim ES,107519,174.93,14.066775,120.712334
Utod ES,107520,150.3,14.102573,120.633598
Wawa ES,107521,139.72,14.081308,120.62471
Bucana ES,107522,146.61,14.065625,120.626518
Banaba ES,107523,92.48,13.885829,121.217674
Banaybanay ES,107524,154.0,13.896702,121.208275
Bawi ES,107525,123.47,13.886672,121.233109
Bukal ES,107526,106.16,13.863414,121.248367
Cawongan ES,107528,87.47,13.872611,121.222816
Manggas-Tamak ES,107529,118.06,13.869788,121.240974
Maugat East ES,107530,106.68,13.845851,121.304916
Pansol ES,107533,98.93,13.886953,121.24733
Payapa ES,107534,116.36,13.862664,121.236397
Quilo-Quilo ES,107535,155.53,13.854752,121.226402
Quilo-Quilo North ES,107536,83.78,13.865247,121.222
San Felipe ES,107537,86.78,13.883287,121.206467
San Miguel ES,107538,127.83,13.87186528,121.1968444
Tangob ES,107539,90.26,13.884547,121.256424
Alupay ES,107540,146.56,13.843757,121.294273
Antipolo ES,107541,158.72,13.766147,121.292236
Bagong Pook ES,107542,139.83,13.844914,121.220955
Balibago ES,107543,152.62,13.840424,121.269119
Bayawang ES,107544,163.46,13.791572,121.284172
Baybayin ES,107545,122.93,13.83147,121.253128
Bulihan ES,107546,167.52,13.799074,121.232674
Cahigam ES,107547,175.19,13.81241,121.252029
Calantas ES,107548,148.18,13.768314,121.283615
Colongan ES,107549,167.72,13.81192,121.176315
Compradia ES,107550,141.92,13.829246,121.329063
Itlugan ES,107551,142.56,13.829272,121.204193
Julian D. Luna ES,107552,162.13,13.862929,121.18927
Lumbangan ES,107553,157.83,13.816119,121.261421
Maalas-as ES,107554,146.09,13.819578,121.212418
Mabato ES,107555,94.76,13.821995,121.2864
Mabunga ES,107556,160.22,13.777568,121.291466
Macalamcam A ES,107557,146.7,13.848711,121.304176
Malaya ES,107558,175.93,13.855018,121.171043
Malinao ES,107559,137.0,13.732632,121.321678
Marilag ES,107560,144.02,13.850179,121.179253
Masaya ES,107561,176.41,13.837142,121.184669
Mavalor ES,107562,167.31,13.822419,121.234721
Mayuro ES,107563,163.17,13.79001944,121.2681528
Namuco ES,107564,151.03,13.838054,121.201836
Nasi ES,107565,153.16,13.825995,121.310478
Natu ES,107566,116.4,13.836288,121.262413
Palakpak ES,107567,115.74,13.70228,121.331802
Pinagsibaan ES,107568,146.28,13.839768,121.31321
Putingkahoy ES,107569,137.25,13.834496,121.322388
Quilib - San Roque ES,107570,167.78,13.859393,121.206497
Salao East ES,107573,180.53,13.850901,121.333656
Macalamcam B ES,107574,159.47,13.850331,121.32653
San Carlos ES,107575,133.9,13.841075,121.241341
San Ignacio ES,107576,163.21,13.835007,121.177841
San Isidro ES,107577,92.71,13.841908,121.279991
Leon M. Manigbas ES,107578,162.12,13.83547,121.234245
Tilaga ES,107579,159.92,13.7536,121.262711
Tiquiwan ES,107581,136.25,13.839596,121.243469
Tubahan ES,107582,138.61,13.767564,121.277306
Tulos ES,107583,176.72,13.753642,121.25164
Aya ES,107584,172.54,13.853362,121.105453
Bagong Pook ES,107585,116.05,14.03671521,121.1750844
Balagtasin ES,107586,100.96,13.9017034,121.0883262
Bigain ES,107588,148.78,13.88753224,121.0731381
Benigna Dimatatac MES,107589,107.46,13.8544578,121.0916459
Dagatan ES,107590,85.89,13.85295092,121.1039987
Roman Ozaeta MES,107591,111.45,13.86959661,121.0897058
Galamay-Amo ES,107592,140.32,13.90395096,121.0985787
Lapolapo ES,107593,122.67,13.8804671,121.1251278
Padre Imo Luna MES,107594,92.14,13.87588006,121.1027102
Pinagtungulan ES,107595,130.76,13.9235221,121.0832108
Salaban ES,107596,117.96,13.85655163,121.1124585
Florencia A. Masilungan MES,107597,98.34,13.91200137,121.1143448
Taysan ES,107598,120.72,13.888849,121.101311
Tugtug ES,107599,95.45,13.85891795,121.0643147
Abung ES,107600,158.28,13.766647,121.418106
Aplaya ES,107601,158.95,13.672551,121.404938
Balagbag ES,107602,125.79,13.802908,121.421196
Barualte ES,107603,163.03,13.685519,121.44854
Bataan ES,107604,166.26,13.690939,121.432831
Buhaynasapa ES,107605,145.27,13.790238,121.403648
Calabasahan ES,107607,160.07,13.769065,121.328461
Calubcub I ES,107608,144.11,13.754809,121.412743
Calubcub II ES,107609,106.93,13.741636,121.408195
Catmon ES,107610,156.84,13.807633,121.452209
Coloconto ES,107611,163.4,13.706667,121.421111
Escribano ES,107612,143.92,13.807826,121.359871
Hugom ES,107613,85.58,13.687353,121.375404
Imelda ES,107614,143.46,13.691273,121.462273
Janaojanao ES,107615,124.37,13.851081,121.369659
Laiya ES,107616,83.64,13.675011,121.428368
Libato ES,107617,120.67,13.81416,121.336617
Mabalanoy ES,107618,116.89,13.817911,121.392403
Muzon ES,107620,155.04,13.837663,121.34288
Nagsaulay ES,107621,83.88,13.712037,121.441757
Palahanan ES,107622,117.52,13.829329,121.351807
Palingowak ES,107623,158.19,13.821078,121.419182
Pinagbayanan ES,107625,95.67,13.800657,121.437981
Poctol ES,107626,95.63,13.821828,121.441154
Pulangbato ES,107627,99.43,13.74197,121.365196
Quipot ES,107629,142.89,13.771649,121.337044
Sampiro ES,107630,87.03,13.788571,121.379868
Sapangan ES,107633,80.25,13.790822,121.328117
Subukin ES,107634,81.07,13.733215,121.437119
Talahiban I ES,107635,137.64,13.807242,121.391541
Talahiban II ES,107636,154.24,13.807492,121.406136
Ticalan ES,107637,114.11,13.791822,121.426048
Tipas ES,107638,99.9,13.830663,121.429565
Abiacao ES,107639,181.36,13.841226,120.930023
Banoyo ES,107641,178.03,13.838866,120.940346
Boboy ES,107642,170.23,13.837661,120.940269
Bonliw ES,107643,166.57,13.839109,120.937256
Calumpang East ES,107644,167.68,13.842518,120.926903
Calumpang ES,107645,161.87,13.842502,120.928246
Durungao ES,107646,161.58,13.841528,120.931061
Locloc ES,107647,158.39,13.834653,120.942116
Luya ES,107648,170.73,13.83758,120.939713
Mahabang Parang ES,107649,168.5,13.838085,120.939842
Muzon ES,107650,103.61,13.843833,120.922882
San Antonio ES,107651,127.0,13.844539,120.924217
San Isidro ES,107652,175.08,13.840809,120.930664
Sta. Monica ES,107654,184.57,13.841523,120.930191
Taliba ES,107655,172.73,13.842169,120.931435
Talon ES,107656,184.62,13.841174,120.929359
Tungal ES,107657,156.14,13.842117,120.930969
Balete ES,107659,184.49,13.914615,120.967758
Bancoro ES,107660,178.04,13.909512,120.968697
Bangin ES,107661,181.0,13.914823,120.932007
Calangay ES,107662,176.72,13.91929,120.941971
Maabud ES,107664,150.13,13.910428,120.965675
Munlawin ES,107665,172.61,13.909876,120.955566
Sinturisan ES,107667,184.87,13.9075,120.938333
Alalum ES,107668,111.88,13.82277778,121.03
Banaba ES,107669,189.22,13.80939726,121.0487871
Bayanan ES,107670,174.2,13.80527937,121.03317
Gelerang Kawayan ES,107671,136.95,13.83616262,121.0198686
Ilat ES,107672,157.19,13.83009,121.016953
Kaingin ES,107673,145.32,13.821693,121.056183
Laurel ES,107674,177.81,13.7955037,121.0354034
Malakimpook ES,107675,155.5,13.84222222,121.0372222
Mataas Na Lupa - Palsahingin ES,107676,171.96,13.81095346,121.0148562
Natunuan North ES,107677,137.08,13.83455164,121.0476767
Natunuan South ES,107678,173.4,13.82416667,121.0494444
Pook Ng Kapitan ES,107679,92.2,13.85629696,121.0387656
Pook Ni Banal ES,107680,111.24,13.82404771,121.0372603
Resplandor ES,107681,174.13,13.8445205,121.0287725
Sambat ES,107682,146.13,13.80139616,121.0126719
San Antonio ES,107683,172.82,13.787144,121.018639
San Mariano ES,107684,162.65,13.8511891,121.0485664
Sto. Niño ES,107686,154.17,13.79916667,121.0208333
Calumala ES,107688,133.84,13.889349,120.978355
Irukan-Kalayaan ES,107690,162.1,13.864622,120.945869
Mohon ES,107691,166.18,13.877746,120.966515
Saimsim ES,107692,184.77,14.01796521,121.1286271
Sampa-Pacifico ES,107693,159.67,13.861247,120.967499
Tambo ES,107695,170.78,13.895431,120.974365
San Agustin ES,107696,184.21,14.0667661,121.208407
San Antonio ES,107697,173.16,14.1186341,121.1567682
San Bartolome ES,107698,157.6,14.094748,121.168419
San Felix ES,107699,179.5,14.0791491,121.1893271
San Fernando ES,107700,183.41,14.03037691,121.204799
San Francisco ES,107701,169.74,14.04511715,121.1888659
San Isidro ES,107702,176.09,14.0595211,121.1809776
San Joaquin ES,107703,183.0,14.05162217,121.2007783
San Jose ES,107704,154.59,14.07329812,121.1976756
San Juan ES,107705,173.39,14.06781952,121.2033941
San Luis ES,107706,174.58,14.0233592,121.1971332
Doña Tiburcia Carpio Malvar ES,107707,134.67,14.09760927,121.1618864
San Pablo ES,107708,186.44,14.079175,121.189232
San Roque ES,107710,153.96,14.09545315,121.1500588
San Vicente ES,107711,162.41,14.09067652,121.1691033
Santiago ES,107712,175.06,14.12181191,121.1414994
Sta. Ana ES,107713,180.65,14.06594094,121.1947337
Sta. Anastacia ES,107714,178.99,14.13019985,121.1366739
Sta. Clara ES,107715,152.22,14.02598727,121.20559
Sta. Cruz ES,107716,139.22,13.9867061,121.2139357
Sta. Elena ES,107717,187.0,14.094272,121.212898
Sta. Maria ES,107718,148.62,14.080273,121.155205
Aguedo Lota Asinas MES,107721,177.67,13.883995,120.921661
Apacay ES,107722,190.4,13.901237,120.921661
Balisong ES,107723,163.75,13.878788,120.932854
Buli ES,107724,136.54,13.881834,120.954437
Butong ES,107725,129.25,13.869073,120.9155603
Carmino Biscocho MES,107726,176.02,13.871856,120.940994
Cubamba-Gahol ES,107727,172.74,13.892499,120.961128
Cultihan-Bolbok ES,107728,188.7,13.891578,120.958603
Halang ES,107729,153.69,13.898217,120.929222
Isabelo Baleros MES,107730,150.13,13.886646,120.921371
Latag ES,107732,158.3,13.892604,120.931526
Luntal ES,107733,172.11,13.894385,120.944504
Tulo ES,107735,177.8,13.889755,120.940598
Balas ES,107737,143.51,14.082884,120.997086
Banga ES,107738,174.53,14.092724,121.011754
Caloocan ES,107739,174.17,14.087575,120.979538
Jorge B. Vargas MES,107741,179.7,14.087959,120.974238
Miranda ES,107742,156.0,14.107817,121.017365
Quiling ES,107743,166.08,14.0941832,121.0383836
Tranca ES,107744,165.78,14.11924789,121.0585214
Bilogo ES,107788,174.76,13.790613,121.18486
Bucal ES,107789,175.58,13.800908,121.221603
Dagatan ES,107790,129.94,13.8499447,121.1025996
Laurel ES,107791,137.89,13.757143,121.23233
Mapulo ES,107792,160.27,13.762729,121.173622
Pag-asa ES,107793,139.69,13.792364,121.187698
Panghayaan ES,107794,169.93,13.788613,121.187653
Piña ES,107795,175.56,13.769065,121.239197
Bacao ES,107796,167.34,13.75856,121.246574
Pinagbayanan ES,107797,173.43,13.782819,121.220573
San Marcelino ES,107799,181.33,13.777067,121.212418
Guinhawa ES,107800,165.11,13.785153,121.26194
Sto. Nino ES,107801,159.91,13.777651,121.202118
Conde ES,107802,103.41,13.773983,121.230095
Mabayabas ES,107804,138.88,13.79599,121.197823
Mataas na Lupa ES,107805,155.91,13.787988,121.196449
Tilambo ES,107806,142.45,13.803658,121.249413
Gamaw ES,107809,174.23,13.65361111,120.9338889
Marikaban ES,107811,156.57,13.659688,120.871809
Papaya ES,107812,150.07,13.63361111,120.8858333
Pisa ES,107813,160.6,13.63416667,120.9391667
San Juan ES,107815,157.26,13.634226,120.876167
Talahib ES,107818,150.5,13.65666667,120.9083333
Bayudbud ES,107821,184.72,14.065964,120.756485
Bolbok ES,107822,164.74,14.021194,120.759052
Dalima ES,107823,148.75,14.038716,120.694
Dao ES,107824,168.84,13.999296,120.75502
Gregorio Agoncillo ES,107825,188.21,14.004283,120.729401
Gregorio Paradero ES,107826,126.56,14.021375,120.730217
Guinhawa ES,107827,170.52,13.9825,120.7263889
Jose Zabarte ES,107829,172.45,13.98527778,120.7263889
Lumbangan-Talon ES,107830,151.12,14.02327,120.710693
Luntal ES,107831,155.66,14.044919,120.701897
Magahis ES,107832,183.3,14.043759,120.753212
Mataywanak ES,107833,169.87,14.024612,120.730812
Julian Castillo MES,107834,166.13,14.006823,120.682388
San Jose ES,107836,181.27,14.023806,120.782219
Santiago de Guzman ES,107837,157.74,13.997204,120.701462
Toong ES,107838,190.2,14.071261,120.765602
Luta Norte ES,163502,168.9,14.03860408,121.1582137
Maligaya ES,163503,121.67,13.817452,121.27803
Padre Castillo ES,163504,154.5,13.81361111,121.0358333
Cawit ES,163505,174.79,13.895379,120.922707
Pulo ES,163506,125.63,14.030264,121.002647
Sucol ES,163507,152.41,14.013214,120.782272
Bagong Silang ES,109544,132.12,13.7358768,121.1767531
Bats City East Central ES,109545,112.46,13.76003409,121.064214
Bilogo ES,109546,121.83,13.74355801,121.1616526
Conde Itaas ES,109547,139.46,13.72389229,121.1254639
Dumantay ES,109548,157.3,13.76561237,121.1033738
Guinto ES,109549,156.78,13.733695,121.136426
Gulod ES,109550,160.51,13.76184357,121.0825198
Kumintang ES,109551,159.25,13.77436278,121.0653748
Mahacot ES,109552,145.12,13.77276149,121.121953
Paharang ES,109553,156.48,13.75269237,121.1394142
Sampaga ES,109554,157.92,13.75577977,121.1029918
San Jose - Sico ES,109555,159.03,13.73893277,121.1718105
Sto Domingo ES,109556,142.98,13.71093626,121.1384346
Talumpok Proper ES,109557,146.47,13.73266037,121.1537933
Talumpok Silangan ES,109558,139.88,13.725432,121.163047
Tulo II ES,109559,159.27,13.753928,121.124254
Katandala ES,109560,117.43,13.77348748,121.1385652
Pallocan East ES,109561,131.5,13.75364832,121.0807025
Tulo I ES,109562,169.33,13.7451586,121.1232189
Dela Paz Itaas ES,109564,140.27,13.639541,121.093529
Dela Paz Proper ES,109565,130.98,13.62533337,121.1015385
